1,300423574,300423574,1.000000,16.347406,1873574701
2,268986353,389383891,1.447597,15.513444,1873574701
3,242979470,461111665,1.897739,15.148512,1873574701
4,221239437,522075221,2.359775,14.912164,1873574701
5,203219390,574787359,2.828408,14.740076,1873574701
6,188141460,620894923,3.300149,14.604701,1873574701
7,175328022,661419419,3.772468,14.494397,1873574701
8,164273190,697065529,4.243331,14.402321,1873574701
9,154578345,728572825,4.713291,14.324063,1873574701
10,145977690,756512102,5.182382,14.256307,1873574701
