1,366310423,366310423,1.000000,15.681172,1669591801
2,324789593,455279475,1.401767,15.236635,1669591801
3,290569133,531324623,1.828565,14.995618,1669591801
4,262545303,596884166,2.273452,14.825708,1669591801
5,239531656,654407280,2.732028,14.692150,1669591801
6,220486419,705383160,3.199214,14.581781,1669591801
7,204502440,750917131,3.671923,14.488091,1669591801
8,190870582,791647128,4.147560,14.407151,1669591801
9,179058295,828166550,4.625123,14.336163,1669591801
10,168701826,860970435,5.103504,14.273227,1669591801
