1,34151003,34151003,1.000000,14.248235
2,28965918,42097445,1.453344,13.523104
3,25232617,47721966,1.891281,13.198256
4,22347588,52123743,2.332410,12.991909
5,20053400,55770241,2.781086,12.840380
6,18192416,58921365,3.238787,12.718616
7,16658706,61711655,3.704469,12.616110
8,15377482,64250007,4.178188,12.526975
9,14295437,66563566,4.656281,12.448320
10,13368596,68674026,5.136966,12.378221
