1,14985652,14985652,1.000000,28.736471
2,13737572,20617108,1.500782,21.227205
3,12827558,25318493,1.973758,18.468719
4,12063846,29395937,2.436697,16.984972
5,11412085,32980286,2.889944,16.032345
6,10839914,36145969,3.334525,15.361443
7,10330689,38954356,3.770741,14.862369
8,9870923,41459511,4.200166,14.471091
9,9447623,43695079,4.624981,14.156971
10,9054275,45687311,5.045938,13.900527
