1,24966360,24966360,1.000000,14.636249
2,22164793,32154573,1.450705,13.644287
3,19835734,37344110,1.882668,13.248228
4,17870783,41353761,2.314043,13.014124
5,16228524,44631852,2.750210,12.849407
6,14858661,47469086,3.194708,12.721168
7,13711347,50040222,3.649548,12.614395
8,12750480,52440111,4.112795,12.522527
9,11938545,54705516,4.582260,12.441480
10,11244764,56858996,5.056487,12.369439
