1,392693241,392693241,1.000000,15.749834,1669590271
2,344415132,487343555,1.414989,15.271510,1669590271
3,305729681,565048499,1.848196,15.018437,1669590271
4,274509727,630936559,2.298413,14.841657,1669590271
5,249171069,688099686,2.761555,14.703432,1669590271
6,228366676,738327929,3.233081,14.589447,1669590271
7,211029106,782667270,3.708812,14.493042,1669590271
8,196318804,821960582,4.186866,14.409900,1669590271
9,183637224,856837716,4.665926,14.337357,1669590271
10,172542498,887901048,5.145985,14.273131,1669590271
