1,99339281,99339281,1.000000,15.247746
2,83709893,123321699,1.473203,14.486619
3,72507522,141213285,1.947567,14.129024
4,63873444,154499536,2.418838,13.901031
5,57006766,164830054,2.891412,13.731324
6,51434624,173116821,3.365764,13.595553
7,46823319,179836184,3.840740,13.482234
8,42950841,185366823,4.315790,13.384703
9,39646597,189937395,4.790761,13.299031
10,36795891,193756128,5.265700,13.222548
